#Transcript	Protein	Gene	Gene Description	Structural Category	Coding	2 T1 MeanExpLevel	2 T2 MeanExpLevel	2 T3 MeanExpLevel
PB.22062.5	Protein_PB.22062.5	CD99	CD99	novel_in_catalog	YES	221.88	233.28	135.1
PB.22062.6	Protein_PB.22062.6	CD99	CD99	novel_in_catalog	YES	27.29	24.67	16.06
PB.22062.7	Protein_PB.22062.7	CD99	CD99	novel_not_in_catalog	YES	4.01	29.61	9.52
PB.22064.1	Protein_PB.22064.1	AKAP17A	AKAP17A	full-splice_match	YES	109.95	108.17	117.28
PB.22064.2	Protein_PB.22064.2	AKAP17A	AKAP17A	full-splice_match	YES	28.9	16.26	28.92
PB.22067.1	Protein_PB.22067.1	CSF2RA	CSF2RA	novel_not_in_catalog	YES	32.27	31.26	27.55
PB.22069.1	Protein_PB.22069.1	LOC113240795	LOC113240795	full-splice_match	YES	24.4	21.75	29.48
PB.22070.1	Protein_PB.22070.1	PLCXD1	PLCXD1	full-splice_match	YES	26.8	23.54	15.98
PB.22070.2	Protein_PB.22070.2	PLCXD1	PLCXD1	novel_in_catalog	YES	29.65	26.59	10.08
PB.22070.3	Protein_PB.22070.3	PLCXD1	PLCXD1	novel_in_catalog	YES	78.29	70.39	33.82
PB.22071.1	Protein_PB.22071.1	RAB8B	RAB8B	full-splice_match	YES	315.55	409.21	515.59
PB.22071.3	Protein_PB.22071.3	RAB8B	RAB8B	incomplete-splice_match	YES	35.44	27.28	25.48
PB.22072.1	Protein_PB.22072.1	APH1B	APH1B	full-splice_match	YES	169.08	175.16	114.94
PB.22072.2	Protein_PB.22072.2	APH1B	APH1B	full-splice_match	YES	23.35	26.61	17.48
PB.22072.4	Protein_PB.22072.4	APH1B	APH1B	full-splice_match	YES	8.77	15.09	10.67
PB.22072.5	Protein_PB.22072.5	APH1B	APH1B	full-splice_match	YES	30.18	28.16	18.88
PB.22074.10	Protein_PB.22074.10	USP3	USP3	full-splice_match	YES	28.09	25.47	28.16
PB.22074.11	Protein_PB.22074.11	USP3	USP3	full-splice_match	YES	40.16	42.35	45.06
PB.22074.12	Protein_PB.22074.12	USP3	USP3	incomplete-splice_match	YES	126.8	139.42	158.99
PB.22074.13	Protein_PB.22074.13	USP3	USP3	incomplete-splice_match	YES	50.24	56.51	55.0
PB.22074.2	Protein_PB.22074.2	USP3	USP3	full-splice_match	YES	118.51	112.72	112.96
PB.22074.3	Protein_PB.22074.3	USP3	USP3	novel_not_in_catalog	YES	24.7	19.97	16.33
PB.22074.4	Protein_PB.22074.4	USP3	USP3	novel_in_catalog	YES	35.94	32.47	29.53
PB.22074.5	Protein_PB.22074.5	USP3	USP3	novel_in_catalog	YES	64.81	58.14	67.54
PB.22074.7	Protein_PB.22074.7	USP3	USP3	novel_not_in_catalog	YES	85.2	146.99	121.81
PB.22074.9	Protein_PB.22074.9	USP3	USP3	full-splice_match	YES	17.42	35.89	24.2
PB.22075.1	Protein_PB.22075.1	FBXL22	FBXL22	full-splice_match	YES	27.63	28.9	37.07
PB.22076.1	Protein_PB.22076.1	SNX1	SNX1	novel_not_in_catalog	YES	82.22	111.62	96.37
PB.22076.15	Protein_PB.22076.15	SNX1	SNX1	novel_in_catalog	YES	20.18	15.01	24.58
PB.22076.20	Protein_PB.22076.20	SNX1	SNX1	novel_in_catalog	YES	19.19	16.57	32.28
PB.22076.24	Protein_PB.22076.24	SNX1	SNX1	novel_not_in_catalog	YES	43.91	9.88	40.96
PB.22076.26	Protein_PB.22076.26	SNX22_SNX1	SNX22_SNX1	fusion	YES	19.41	25.56	15.71
PB.22076.31	Protein_PB.22076.31	SNX22	SNX22	novel_in_catalog	YES	16.95	6.83	10.22
PB.22076.5	Protein_PB.22076.5	SNX1	SNX1	full-splice_match	YES	25.33	29.5	33.53
PB.22076.6	Protein_PB.22076.6	SNX1	SNX1	full-splice_match	YES	21.54	30.93	48.19
PB.22076.7	Protein_PB.22076.7	SNX1	SNX1	novel_in_catalog	YES	35.45	47.72	47.2
PB.22076.8	Protein_PB.22076.8	SNX1	SNX1	novel_not_in_catalog	YES	23.79	41.86	25.55
PB.22078.3	Protein_PB.22078.3	TRIP4	TRIP4	novel_in_catalog	YES	29.51	46.15	33.72
PB.22078.4	Protein_PB.22078.4	TRIP4	TRIP4	full-splice_match	YES	24.91	24.94	32.32
PB.22078.5	Protein_PB.22078.5	TRIP4	TRIP4	novel_not_in_catalog	YES	11.94	19.67	21.02
PB.22078.6	Protein_PB.22078.6	TRIP4	TRIP4	novel_not_in_catalog	YES	56.41	50.6	40.26
PB.22078.7	Protein_PB.22078.7	TRIP4	TRIP4	novel_in_catalog	YES	73.28	71.58	81.29
PB.22079.2	Protein_PB.22079.2	ZNF609	ZNF609	full-splice_match	YES	362.3	246.96	342.77
PB.22079.3	Protein_PB.22079.3	ZNF609	ZNF609	full-splice_match	YES	51.01	49.85	31.03
PB.22079.4	Protein_PB.22079.4	ZNF609	ZNF609	full-splice_match	YES	60.92	103.04	88.19
PB.22079.5	Protein_PB.22079.5	ZNF609	ZNF609	full-splice_match	YES	75.11	27.35	125.33
PB.2208.1	Protein_PB.2208.1	PRADC1	PRADC1	full-splice_match	YES	115.46	149.88	96.22
PB.22080.1	Protein_PB.22080.1	PLEKHO2	PLEKHO2	novel_in_catalog	YES	23.56	25.24	33.59
PB.22080.2	Protein_PB.22080.2	PLEKHO2	PLEKHO2	novel_not_in_catalog	YES	48.69	33.05	31.48
PB.22080.3	Protein_PB.22080.3	PLEKHO2	PLEKHO2	full-splice_match	YES	80.35	78.07	76.72
PB.22084.4	Protein_PB.22084.4	SLC51B	SLC51B	full-splice_match	YES	38.01	33.57	43.98
PB.22087.1		LOC113240871	LOC113240871	novel_not_in_catalog	NO	229.85	203.55	82.79
PB.22087.2		LOC113240871	LOC113240871	full-splice_match	NO	34.17	27.83	11.33
PB.22090.1	Protein_PB.22090.1	HACD3	HACD3	full-splice_match	YES	529.3	531.13	660.85
PB.22090.2	Protein_PB.22090.2	HACD3	HACD3	full-splice_match	YES	271.15	278.06	398.87
PB.22090.3	Protein_PB.22090.3	HACD3	HACD3	novel_not_in_catalog	YES	26.98	40.84	83.67
PB.22092.1		LOC113240878_RAB11A	LOC113240878_RAB11A	fusion	NO	375.45	472.23	393.52
PB.22092.3	Protein_PB.22092.3	RAB11A	RAB11A	full-splice_match	YES	286.16	366.86	347.9
PB.22094.3	Protein_PB.22094.3	DIS3L	DIS3L	novel_not_in_catalog	YES	56.48	42.31	60.08
PB.22094.4	Protein_PB.22094.4	DIS3L	DIS3L	full-splice_match	YES	260.64	249.68	206.47
PB.22094.5	Protein_PB.22094.5	DIS3L	DIS3L	full-splice_match	YES	14.88	10.92	33.57
PB.22094.6	Protein_PB.22094.6	DIS3L	DIS3L	novel_not_in_catalog	YES	28.92	41.2	59.95
PB.22094.7	Protein_PB.22094.7	DIS3L	DIS3L	incomplete-splice_match	YES	5.88	16.12	8.57
PB.22095.1	Protein_PB.22095.1	MAP2K1	MAP2K1	novel_not_in_catalog	YES	6.55	9.94	15.12
PB.22095.2	Protein_PB.22095.2	MAP2K1	MAP2K1	full-splice_match	YES	111.01	101.75	83.26
PB.22096.1	Protein_PB.22096.1	ZWILCH	ZWILCH	full-splice_match	YES	10.14	9.78	18.59
PB.22097.1	Protein_PB.22097.1	SMAD6	SMAD6	full-splice_match	YES	56.64	52.49	40.9
PB.22099.1	Protein_PB.22099.1	SMAD3	SMAD3	full-splice_match	YES	30.66	21.54	30.77
PB.22099.2	Protein_PB.22099.2	SMAD3	SMAD3	full-splice_match	YES	79.88	97.64	96.39
PB.22099.3	Protein_PB.22099.3	SMAD3	SMAD3	novel_not_in_catalog	YES	21.27	12.92	46.13
PB.22099.6	Protein_PB.22099.6	SMAD3	SMAD3	novel_not_in_catalog	YES	32.04	26.55	35.25
PB.22099.8	Protein_PB.22099.8	SMAD3	SMAD3	novel_not_in_catalog	YES	27.37	35.1	18.44
PB.2210.1	Protein_PB.2210.1	SFXN5	SFXN5	full-splice_match	YES	16.54	11.17	18.18
PB.2210.2	Protein_PB.2210.2	SFXN5	SFXN5	full-splice_match	YES	444.25	407.41	441.67
PB.22102.1	Protein_PB.22102.1	CUNH15orf61	CUNH15orf61	full-splice_match	YES	37.14	30.76	33.04
PB.22104.10	Protein_PB.22104.10	MAP2K5	MAP2K5	full-splice_match	YES	63.16	54.85	55.41
PB.22104.2	Protein_PB.22104.2	MAP2K5	MAP2K5	novel_not_in_catalog	YES	9.04	21.59	18.1
PB.22104.5	Protein_PB.22104.5	MAP2K5	MAP2K5	novel_not_in_catalog	YES	30.24	25.53	20.59
PB.22104.7	Protein_PB.22104.7	MAP2K5	MAP2K5	novel_in_catalog	YES	28.31	19.05	17.83
PB.22104.9	Protein_PB.22104.9	MAP2K5	MAP2K5	full-splice_match	YES	48.59	27.86	42.47
PB.22107.1	Protein_PB.22107.1	PIAS1	PIAS1	novel_in_catalog	YES	18.07	12.46	15.11
PB.22107.3	Protein_PB.22107.3	PIAS1	PIAS1	novel_in_catalog	YES	37.83	37.48	30.09
PB.22107.4	Protein_PB.22107.4	PIAS1	PIAS1	incomplete-splice_match	YES	34.97	40.69	47.11
PB.22107.5	Protein_PB.22107.5	PIAS1	PIAS1	full-splice_match	YES	147.75	151.77	165.2
PB.22107.6	Protein_PB.22107.6	PIAS1	PIAS1	novel_not_in_catalog	YES	44.76	43.27	49.38
PB.22108.1	Protein_PB.22108.1	FEM1B	FEM1B	novel_not_in_catalog	YES	122.69	134.8	128.69
PB.22108.2	Protein_PB.22108.2	FEM1B	FEM1B	full-splice_match	YES	387.34	384.36	408.44
PB.2211.13	Protein_PB.2211.13	EXOC6B	EXOC6B	incomplete-splice_match	YES	65.62	41.91	55.86
PB.2211.14	Protein_PB.2211.14	EXOC6B	EXOC6B	novel_in_catalog	YES	1.35	6.37	23.89
PB.2211.15	Protein_PB.2211.15	EXOC6B	EXOC6B	novel_not_in_catalog	YES	19.87	26.79	54.6
PB.2211.17	Protein_PB.2211.17	EXOC6B	EXOC6B	full-splice_match	YES	15.53	8.69	11.44
PB.2211.18	Protein_PB.2211.18	EXOC6B	EXOC6B	novel_in_catalog	YES	48.79	40.44	28.21
PB.2211.5	Protein_PB.2211.5	EXOC6B_LOC113244050	EXOC6B_LOC113244050	fusion	YES	27.68	18.91	7.9
PB.22112.1		LOC113240909	LOC113240909	full-splice_match	NO	49.96	46.48	35.52
PB.22116.1	Protein_PB.22116.1	GLCE	GLCE	full-splice_match	YES	548.03	665.11	157.59
PB.22116.4	Protein_PB.22116.4	GLCE	GLCE	novel_not_in_catalog	YES	40.88	69.4	71.89
PB.22116.5	Protein_PB.22116.5	GLCE	GLCE	novel_not_in_catalog	YES	36.22	76.11	30.74
PB.22116.6	Protein_PB.22116.6	GLCE	GLCE	novel_not_in_catalog	YES	155.64	175.05	324.46
PB.22119.1	Protein_PB.22119.1	RPLP1	RPLP1	full-splice_match	YES	2255.59	2745.39	2846.91
PB.2212.2	Protein_PB.2212.2	LOC113244073	LOC113244073	incomplete-splice_match	YES	15.75	10.94	2.3
PB.22130.1	Protein_PB.22130.1	ARIH1	ARIH1	full-splice_match	YES	56.68	25.42	22.64
PB.22130.2	Protein_PB.22130.2	ARIH1	ARIH1	full-splice_match	YES	436.51	434.42	441.95
PB.22130.3	Protein_PB.22130.3	ARIH1	ARIH1	incomplete-splice_match	YES	351.34	409.16	400.05
PB.22131.1	Protein_PB.22131.1	BBS4	BBS4	full-splice_match	YES	122.67	95.97	84.58
PB.22131.11	Protein_PB.22131.11	BBS4	BBS4	novel_in_catalog	YES	74.33	56.48	90.77
PB.22131.13	Protein_PB.22131.13	BBS4	BBS4	novel_in_catalog	YES	27.72	16.17	22.32
PB.22131.14	Protein_PB.22131.14	BBS4	BBS4	novel_in_catalog	YES	13.82	27.61	31.4
PB.22131.15	Protein_PB.22131.15	BBS4	BBS4	novel_in_catalog	YES	45.47	47.92	39.32
PB.22131.16	Protein_PB.22131.16	BBS4	BBS4	novel_in_catalog	YES	35.33	18.93	25.52
PB.22131.18	Protein_PB.22131.18	BBS4	BBS4	novel_not_in_catalog	YES	58.48	49.29	88.22
PB.22131.2	Protein_PB.22131.2	BBS4	BBS4	novel_in_catalog	YES	37.13	4.87	31.57
PB.22131.4	Protein_PB.22131.4	BBS4	BBS4	novel_in_catalog	YES	24.12	24.95	29.14
PB.22131.5	Protein_PB.22131.5	BBS4	BBS4	full-splice_match	YES	87.53	85.98	71.14
PB.22131.6	Protein_PB.22131.6	BBS4	BBS4	novel_in_catalog	YES	3.34	36.54	42.27
PB.22131.7	Protein_PB.22131.7	BBS4	BBS4	novel_in_catalog	YES	44.01	32.9	37.85
PB.22132.1	Protein_PB.22132.1	NEO1	NEO1	full-splice_match	YES	12.86	17.73	12.56
PB.22132.3	Protein_PB.22132.3	NEO1	NEO1	full-splice_match	YES	65.4	11.38	38.1
PB.22132.5	Protein_PB.22132.5	NEO1	NEO1	full-splice_match	YES	11.59	30.72	49.28
PB.22132.6	Protein_PB.22132.6	NEO1	NEO1	full-splice_match	YES	84.74	105.47	90.41
PB.22132.7	Protein_PB.22132.7	NEO1	NEO1	novel_in_catalog	YES	24.44	33.23	19.14
PB.22132.9	Protein_PB.22132.9	NEO1	NEO1	novel_in_catalog	YES	43.23	23.24	48.36
PB.22133.1		LOC113240946	LOC113240946	full-splice_match	NO	14.67	18.35	21.0
PB.22137.1	Protein_PB.22137.1	CD276	CD276	full-splice_match	YES	137.49	93.21	113.24
PB.22139.1	Protein_PB.22139.1	LOXL1	LOXL1	full-splice_match	YES	45.62	38.35	40.81
PB.2214.1	Protein_PB.2214.1	PAIP2B	PAIP2B	full-splice_match	YES	306.26	299.36	300.07
PB.2214.2	Protein_PB.2214.2	PAIP2B	PAIP2B	novel_not_in_catalog	YES	36.7	9.25	22.27
PB.2214.3		PAIP2B	PAIP2B	novel_not_in_catalog	NO	126.78	98.71	61.74
PB.2214.5		PAIP2B	PAIP2B	novel_not_in_catalog	NO	18.92	17.64	0.0
PB.2214.6	Protein_PB.2214.6	PAIP2B	PAIP2B	incomplete-splice_match	YES	62.72	44.65	6.33
PB.2214.8	Protein_PB.2214.8	PAIP2B	PAIP2B	novel_not_in_catalog	YES	101.12	145.53	69.6
PB.22140.10	Protein_PB.22140.10	PML	PML	full-splice_match	YES	17.84	23.85	20.89
PB.22140.12	Protein_PB.22140.12	PML	PML	incomplete-splice_match	YES	17.67	10.92	7.37
PB.22140.14	Protein_PB.22140.14	PML	PML	incomplete-splice_match	YES	36.58	27.58	28.48
PB.22140.8	Protein_PB.22140.8	PML	PML	full-splice_match	YES	9.12	9.78	23.3
PB.22140.9	Protein_PB.22140.9	PML	PML	novel_not_in_catalog	YES	26.72	10.21	10.45
PB.22144.2		LOC113240967_ARID3B	LOC113240967_ARID3B	fusion	NO	46.63	30.8	31.24
PB.22144.3	Protein_PB.22144.3	ARID3B	ARID3B	full-splice_match	YES	15.13	4.67	17.21
PB.22144.4	Protein_PB.22144.4	ARID3B	ARID3B	full-splice_match	YES	12.59	17.59	12.83
PB.22146.10	Protein_PB.22146.10	CLK3	CLK3	novel_in_catalog	YES	7.19	14.98	12.78
PB.22146.12	Protein_PB.22146.12	CLK3	CLK3	novel_in_catalog	YES	54.76	22.73	35.69
PB.22146.14	Protein_PB.22146.14	CLK3	CLK3	novel_in_catalog	YES	19.42	12.91	15.86
PB.22146.15	Protein_PB.22146.15	CLK3	CLK3	incomplete-splice_match	YES	16.99	10.81	19.41
PB.22146.4	Protein_PB.22146.4	CLK3	CLK3	incomplete-splice_match	YES	23.05	25.79	21.55
PB.22146.5	Protein_PB.22146.5	CLK3	CLK3	full-splice_match	YES	63.75	44.72	63.84
PB.22146.7	Protein_PB.22146.7	CLK3	CLK3	novel_in_catalog	YES	14.08	28.29	23.01
PB.22147.2	Protein_PB.22147.2	LOC113240971	LOC113240971	novel_not_in_catalog	YES	187.94	195.77	64.62
PB.22147.3	Protein_PB.22147.3	LOC113240971	LOC113240971	novel_not_in_catalog	YES	1476.53	1508.97	273.85
PB.22147.4	Protein_PB.22147.4	LOC113240971	LOC113240971	novel_not_in_catalog	YES	36.18	24.54	0.64
PB.22147.5	Protein_PB.22147.5	LOC113240971	LOC113240971	novel_not_in_catalog	YES	43.53	41.38	5.63
PB.22147.6	Protein_PB.22147.6	LOC113240971	LOC113240971	novel_not_in_catalog	YES	2873.72	3117.26	535.24
PB.22147.7	Protein_PB.22147.7	LOC113240971	LOC113240971	novel_in_catalog	YES	25.78	13.16	1.71
PB.22148.2	Protein_PB.22148.2	CSK	CSK	full-splice_match	YES	74.9	52.52	80.92
PB.22148.3	Protein_PB.22148.3	CSK	CSK	full-splice_match	YES	16.66	17.38	11.86
PB.22151.1	Protein_PB.22151.1	MPI	MPI	full-splice_match	YES	25.57	20.42	13.6
PB.22152.1	Protein_PB.22152.1	SCAMP5	SCAMP5	full-splice_match	YES	21.73	16.2	18.65
PB.22153.2	Protein_PB.22153.2	PPCDC	PPCDC	full-splice_match	YES	37.38	46.94	21.96
PB.22153.4	Protein_PB.22153.4	PPCDC	PPCDC	full-splice_match	YES	32.37	4.85	4.65
PB.22153.6	Protein_PB.22153.6	PPCDC	PPCDC	full-splice_match	YES	15.59	14.62	14.87
PB.22154.2	Protein_PB.22154.2	CUNH15orf39	CUNH15orf39	full-splice_match	YES	61.12	48.66	36.24
PB.22155.2	Protein_PB.22155.2	COMMD4	COMMD4	full-splice_match	YES	79.01	83.61	102.82
PB.22156.3	Protein_PB.22156.3	NEIL1	NEIL1	novel_in_catalog	YES	83.36	75.43	58.13
PB.22156.8	Protein_PB.22156.8	NEIL1	NEIL1	full-splice_match	YES	46.06	39.57	51.27
PB.22156.9	Protein_PB.22156.9	NEIL1	NEIL1	novel_in_catalog	YES	30.18	25.75	37.51
PB.22158.1	Protein_PB.22158.1	SNX33	SNX33	full-splice_match	YES	327.48	283.33	167.47
PB.2216.1	Protein_PB.2216.1	TEX261	TEX261	novel_not_in_catalog	YES	21.58	18.69	19.71
PB.2216.2	Protein_PB.2216.2	TEX261	TEX261	full-splice_match	YES	33.6	42.2	24.05
PB.2216.3	Protein_PB.2216.3	TEX261	TEX261	incomplete-splice_match	YES	105.04	118.23	124.2
PB.2216.4	Protein_PB.2216.4	TEX261	TEX261	full-splice_match	YES	128.02	137.34	118.34
PB.22162.10	Protein_PB.22162.10	PEAK1	PEAK1	full-splice_match	YES	27.6	42.37	89.96
PB.22162.12	Protein_PB.22162.12	PEAK1	PEAK1	full-splice_match	YES	7.81	59.42	43.11
PB.22162.13	Protein_PB.22162.13	PEAK1	PEAK1	novel_not_in_catalog	YES	13.88	15.76	15.23
PB.22162.14	Protein_PB.22162.14	PEAK1	PEAK1	incomplete-splice_match	YES	3.94	7.51	28.71
PB.22162.16	Protein_PB.22162.16	PEAK1	PEAK1	novel_in_catalog	YES	37.88	40.36	10.82
PB.22162.17	Protein_PB.22162.17	PEAK1	PEAK1	incomplete-splice_match	YES	2.56	14.71	9.96
PB.22162.2	Protein_PB.22162.2	PEAK1	PEAK1	incomplete-splice_match	YES	17.41	39.14	21.61
PB.22162.20		PEAK1	PEAK1	incomplete-splice_match	NO	16.46	23.07	14.25
PB.22162.3	Protein_PB.22162.3	PEAK1	PEAK1	novel_in_catalog	YES	17.97	12.39	35.42
PB.22162.5		PEAK1	PEAK1	novel_not_in_catalog	NO	27.19	27.48	30.96
PB.22162.6	Protein_PB.22162.6	PEAK1	PEAK1	full-splice_match	YES	139.08	51.47	88.42
PB.22162.8	Protein_PB.22162.8	PEAK1	PEAK1	full-splice_match	YES	75.68	46.47	61.41
PB.22163.2	Protein_PB.22163.2	TSPAN3	TSPAN3	full-splice_match	YES	247.21	259.06	231.39
PB.22164.1	Protein_PB.22164.1	LOC113241009	LOC113241009	full-splice_match	YES	39.96	43.09	39.52
PB.22164.5	Protein_PB.22164.5	LOC113241009	LOC113241009	full-splice_match	YES	38.65	38.98	43.96
PB.22164.6		LOC113241009	LOC113241009	novel_not_in_catalog	NO	17.37	20.99	18.99
PB.22165.2		LOC113240828	LOC113240828	full-splice_match	NO	14.8	11.74	11.81
PB.22166.3		LOC113240829	LOC113240829	incomplete-splice_match	NO	19.0	17.51	18.27
PB.22170.10	Protein_PB.22170.10	HERC1	HERC1	full-splice_match	YES	577.36	604.72	775.79
PB.22170.11	Protein_PB.22170.11	HERC1	HERC1	full-splice_match	YES	394.74	390.54	364.11
PB.22170.12	Protein_PB.22170.12	HERC1	HERC1	full-splice_match	YES	273.76	545.88	492.21
PB.22170.14	Protein_PB.22170.14	HERC1	HERC1	novel_in_catalog	YES	105.39	109.32	88.89
PB.22170.15	Protein_PB.22170.15	HERC1	HERC1	incomplete-splice_match	YES	222.74	189.59	191.58
PB.22170.16	Protein_PB.22170.16	HERC1	HERC1	incomplete-splice_match	YES	54.59	81.54	85.08
PB.22170.19	Protein_PB.22170.19	HERC1	HERC1	incomplete-splice_match	YES	44.52	34.66	56.83
PB.22170.2	Protein_PB.22170.2	HERC1	HERC1	full-splice_match	YES	100.86	52.77	125.56
PB.22170.3	Protein_PB.22170.3	HERC1	HERC1	full-splice_match	YES	47.73	67.08	5.78
PB.22170.4	Protein_PB.22170.4	HERC1	HERC1	full-splice_match	YES	69.48	42.99	32.61
PB.22170.5	Protein_PB.22170.5	HERC1	HERC1	full-splice_match	YES	20.64	24.91	68.8
PB.22170.6	Protein_PB.22170.6	HERC1	HERC1	full-splice_match	YES	179.08	158.01	166.09
PB.22170.9	Protein_PB.22170.9	HERC1	HERC1	full-splice_match	YES	182.18	266.0	246.3
PB.22171.2	Protein_PB.22171.2	DAPK2	DAPK2	full-splice_match	YES	8.24	24.46	16.97
PB.22171.4	Protein_PB.22171.4	DAPK2	DAPK2	full-splice_match	YES	25.87	3.84	4.11
PB.22171.5	Protein_PB.22171.5	DAPK2	DAPK2	full-splice_match	YES	9.22	34.58	36.83
PB.22172.1	Protein_PB.22172.1	CIAO2A	CIAO2A	novel_not_in_catalog	YES	44.33	32.4	29.69
PB.22172.2	Protein_PB.22172.2	CIAO2A	CIAO2A	novel_not_in_catalog	YES	21.85	24.01	12.46
PB.22172.3	Protein_PB.22172.3	CIAO2A	CIAO2A	novel_in_catalog	YES	170.6	164.09	194.01
PB.22172.5	Protein_PB.22172.5	CIAO2A	CIAO2A	full-splice_match	YES	105.52	127.64	105.45
PB.22173.1	Protein_PB.22173.1	PPIB	PPIB	novel_in_catalog	YES	28.85	33.21	32.69
PB.22173.2	Protein_PB.22173.2	PPIB	PPIB	full-splice_match	YES	2047.26	2036.89	2106.01
PB.22174.1	Protein_PB.22174.1	CSNK1G1	CSNK1G1	full-splice_match	YES	94.63	101.38	110.82
PB.22174.2	Protein_PB.22174.2	CSNK1G1	CSNK1G1	full-splice_match	YES	40.23	20.23	27.32
PB.22174.6	Protein_PB.22174.6	CSNK1G1	CSNK1G1	full-splice_match	YES	10.54	18.25	17.32
PB.22174.7	Protein_PB.22174.7	CSNK1G1	CSNK1G1	full-splice_match	YES	33.17	36.7	46.39
PB.22176.10		OAZ2	OAZ2	novel_not_in_catalog	NO	38.5	19.62	13.78
PB.22176.11		OAZ2	OAZ2	novel_not_in_catalog	NO	32.4	14.85	14.29
PB.22176.5		OAZ2	OAZ2	novel_not_in_catalog	NO	65.13	92.33	110.34
PB.22176.7		OAZ2	OAZ2	novel_not_in_catalog	NO	13.97	11.93	20.06
PB.22177.4	Protein_PB.22177.4	RBPMS2	RBPMS2	novel_not_in_catalog	YES	17.31	11.98	11.29
PB.22178.1	Protein_PB.22178.1	PIF1	PIF1	full-splice_match	YES	23.0	15.03	19.88
PB.22179.1	Protein_PB.22179.1	SPG21	SPG21	full-splice_match	YES	25.26	51.57	37.6
PB.22179.2	Protein_PB.22179.2	SPG21	SPG21	novel_in_catalog	YES	57.21	48.87	49.34
PB.22179.3	Protein_PB.22179.3	SPG21	SPG21	full-splice_match	YES	181.76	144.92	100.39
PB.22180.1	Protein_PB.22180.1	MTFMT	MTFMT	full-splice_match	YES	78.38	88.5	59.57
PB.22180.3	Protein_PB.22180.3	MTFMT	MTFMT	novel_in_catalog	YES	30.23	25.37	21.37
PB.22180.5		MTFMT	MTFMT	novel_not_in_catalog	NO	36.45	33.04	50.69
PB.22180.6	Protein_PB.22180.6	MTFMT	MTFMT	novel_not_in_catalog	YES	83.15	82.83	77.62
PB.22181.1	Protein_PB.22181.1	RASL12	RASL12	full-splice_match	YES	20.16	17.1	18.05
PB.22183.1	Protein_PB.22183.1	PDCD7	PDCD7	full-splice_match	YES	20.69	18.33	30.0
PB.22183.2	Protein_PB.22183.2	PDCD7	PDCD7	novel_in_catalog	YES	76.29	79.98	79.89
PB.22184.10	Protein_PB.22184.10	CLPX	CLPX	incomplete-splice_match	YES	627.32	640.35	478.5
PB.22184.2	Protein_PB.22184.2	CLPX	CLPX	novel_in_catalog	YES	143.49	209.01	111.2
PB.22184.3	Protein_PB.22184.3	CLPX	CLPX	novel_in_catalog	YES	174.56	171.98	79.05
PB.22184.4	Protein_PB.22184.4	CLPX	CLPX	novel_in_catalog	YES	105.53	103.11	59.23
PB.22184.5	Protein_PB.22184.5	CLPX	CLPX	full-splice_match	YES	200.05	141.22	100.36
PB.22184.7	Protein_PB.22184.7	CLPX	CLPX	novel_not_in_catalog	YES	89.27	146.62	66.61
PB.22184.8	Protein_PB.22184.8	CLPX	CLPX	novel_not_in_catalog	YES	163.08	137.2	215.23
PB.22184.9	Protein_PB.22184.9	CLPX	CLPX	novel_in_catalog	YES	123.34	187.66	142.15
PB.22186.5	Protein_PB.22186.5	PARP16	PARP16	full-splice_match	YES	109.43	73.9	55.86
PB.2219.1	Protein_PB.2219.1	CLEC4F	CLEC4F	novel_not_in_catalog	YES	381.33	349.91	161.58
PB.22190.1	Protein_PB.22190.1	DPP8	DPP8	full-splice_match	YES	57.33	77.55	48.55
PB.22190.4	Protein_PB.22190.4	DPP8	DPP8	novel_not_in_catalog	YES	300.46	334.75	314.01
PB.22190.5	Protein_PB.22190.5	DPP8	DPP8	novel_not_in_catalog	YES	72.41	76.65	65.93
PB.22190.6	Protein_PB.22190.6	DPP8	DPP8	full-splice_match	YES	105.44	110.49	108.24
PB.22191.2	Protein_PB.22191.2	INTS14_LOC113240875	INTS14_LOC113240875	fusion	YES	31.1	39.69	36.73
PB.22191.3	Protein_PB.22191.3	INTS14	INTS14	full-splice_match	YES	20.77	23.84	25.15
PB.22191.4	Protein_PB.22191.4	INTS14	INTS14	full-splice_match	YES	32.36	25.8	18.42
PB.22191.6	Protein_PB.22191.6	INTS14	INTS14	novel_in_catalog	YES	16.64	27.52	26.36
PB.22191.7	Protein_PB.22191.7	INTS14	INTS14	novel_in_catalog	YES	4.32	4.71	14.73
PB.22192.1	Protein_PB.22192.1	DENND4A	DENND4A	full-splice_match	YES	69.38	40.3	70.99
PB.22192.2	Protein_PB.22192.2	DENND4A	DENND4A	full-splice_match	YES	10.15	53.33	44.5
PB.22192.7	Protein_PB.22192.7	DENND4A	DENND4A	full-splice_match	YES	55.75	33.94	19.84
PB.22192.9	Protein_PB.22192.9	DENND4A	DENND4A	novel_in_catalog	YES	296.2	366.18	287.48
PB.22196.3	Protein_PB.22196.3	TIPIN	TIPIN	full-splice_match	YES	0.0	13.81	19.6
PB.22198.1	Protein_PB.22198.1	SNAPC5	SNAPC5	full-splice_match	YES	20.47	17.33	17.11
PB.22198.2	Protein_PB.22198.2	SNAPC5	SNAPC5	full-splice_match	YES	29.41	39.74	44.35
PB.22198.3	Protein_PB.22198.3	SNAPC5	SNAPC5	novel_not_in_catalog	YES	15.91	5.08	15.27
